Sample_name,Lithology,Type,Pressure,Temperature,Vp,Vs,rho,Reference
SH965,eclogite,M,80,25,7.53,4.396,3.361,Zhao_et_al_2011
SH965,eclogite,M,100,25,7.549,4.395,3.361,Zhao_et_al_2011
SH965,eclogite,M,200,25,7.596,4.44,3.361,Zhao_et_al_2011
SH965,eclogite,M,400,25,7.638,4.456,3.361,Zhao_et_al_2011
SH965,eclogite,M,600,25,7.66,4.462,3.361,Zhao_et_al_2011
SH965,eclogite,M,800,25,7.676,4.467,3.361,Zhao_et_al_2011
SH965,eclogite,M,1000,25,7.688,4.471,3.361,Zhao_et_al_2011
,,,,,,,,
SH967,eclogite,M,20,25,6.785,4.057,3.501,Zhao_et_al_2011
SH967,eclogite,M,40,25,7.059,4.152,3.501,Zhao_et_al_2011
SH967,eclogite,M,60,25,7.254,4.222,3.501,Zhao_et_al_2011
SH967,eclogite,M,80,25,7.4,4.276,3.501,Zhao_et_al_2011
SH967,eclogite,M,100,25,7.514,4.319,3.501,Zhao_et_al_2011
SH967,eclogite,M,200,25,7.815,4.436,3.501,Zhao_et_al_2011
SH967,eclogite,M,400,25,7.986,4.503,3.501,Zhao_et_al_2011
SH967,eclogite,M,600,25,8.051,4.524,3.501,Zhao_et_al_2011
SH967,eclogite,M,800,25,8.093,4.537,3.501,Zhao_et_al_2011
SH967,eclogite,M,1000,25,8.125,4.546,3.501,Zhao_et_al_2011
,,,,,,,,
SM961,eclogite,M,20,25,7.511,4.358,3.591,Zhao_et_al_2011
SM961,eclogite,M,40,25,7.747,4.426,3.591,Zhao_et_al_2011
SM961,eclogite,M,60,25,7.884,4.464,3.591,Zhao_et_al_2011
SM961,eclogite,M,80,25,7.967,4.487,3.591,Zhao_et_al_2011
SM961,eclogite,M,100,25,8.02,4.502,3.591,Zhao_et_al_2011
SM961,eclogite,M,200,25,8.117,4.532,3.591,Zhao_et_al_2011
SM961,eclogite,M,400,25,8.165,4.551,3.591,Zhao_et_al_2011
SM961,eclogite,M,600,25,8.189,4.559,3.591,Zhao_et_al_2011
SM961,eclogite,M,800,25,8.206,4.565,3.591,Zhao_et_al_2011
SM961,eclogite,M,1000,25,8.219,4.57,3.591,Zhao_et_al_2011
,,,,,,,,
SM969,eclogite,M,20,25,7.962,4.434,3.578,Zhao_et_al_2011
SM969,eclogite,M,40,25,7.852,4.53,3.578,Zhao_et_al_2011
SM969,eclogite,M,60,25,7.964,4.588,3.578,Zhao_et_al_2011
SM969,eclogite,M,80,25,8.046,4.624,3.578,Zhao_et_al_2011
SM969,eclogite,M,100,25,8.108,4.649,3.578,Zhao_et_al_2011
SM969,eclogite,M,200,25,8.261,4.702,3.578,Zhao_et_al_2011
SM969,eclogite,M,400,25,8.339,4.736,3.578,Zhao_et_al_2011
SM969,eclogite,M,600,25,8.369,4.754,3.578,Zhao_et_al_2011
SM969,eclogite,M,800,25,8.389,4.767,3.578,Zhao_et_al_2011
SM969,eclogite,M,1000,25,8.405,4.777,3.578,Zhao_et_al_2011
,,,,,,,,
WM962,eclogite,M,20,25,7.071,4.277,3.397,Zhao_et_al_2011
WM962,eclogite,M,40,25,7.399,4.398,3.397,Zhao_et_al_2011
WM962,eclogite,M,60,25,7.617,4.477,3.397,Zhao_et_al_2011
WM962,eclogite,M,80,25,7.767,4.532,3.397,Zhao_et_al_2011
WM962,eclogite,M,100,25,7.873,4.57,3.397,Zhao_et_al_2011
WM962,eclogite,M,200,25,8.091,4.653,3.397,Zhao_et_al_2011
WM962,eclogite,M,400,25,8.177,4.694,3.397,Zhao_et_al_2011
WM962,eclogite,M,600,25,8.213,4.714,3.397,Zhao_et_al_2011
WM962,eclogite,M,800,25,8.237,4.728,3.397,Zhao_et_al_2011
WM962,eclogite,M,1000,25,8.256,4.739,3.397,Zhao_et_al_2011
,,,,,,,,
YT963,eclogite,M,20,25,6.991,4.136,3.397,Zhao_et_al_2011
YT963,eclogite,M,40,25,7.126,4.184,3.397,Zhao_et_al_2011
YT963,eclogite,M,60,25,7.223,4.218,3.397,Zhao_et_al_2011
YT963,eclogite,M,80,25,7.299,4.243,3.397,Zhao_et_al_2011
YT963,eclogite,M,100,25,7.361,4.264,3.397,Zhao_et_al_2011
YT963,eclogite,M,200,25,7.548,4.327,3.397,Zhao_et_al_2011
YT963,eclogite,M,400,25,7.68,4.375,3.397,Zhao_et_al_2011
YT963,eclogite,M,600,25,7.728,4.395,3.397,Zhao_et_al_2011
YT963,eclogite,M,800,25,7.757,4.406,3.397,Zhao_et_al_2011
YT963,eclogite,M,1000,25,7.778,4.415,3.397,Zhao_et_al_2011
,,,,,,,,
LJ01-1,kyanitite,M,20,25,8.141,4.869,3.582,Zhao_et_al_2011
LJ01-1,kyanitite,M,40,25,8.369,4.995,3.582,Zhao_et_al_2011
LJ01-1,kyanitite,M,60,25,8.535,5.082,3.582,Zhao_et_al_2011
LJ01-1,kyanitite,M,80,25,8.665,5.144,3.582,Zhao_et_al_2011
LJ01-1,kyanitite,M,100,25,8.768,5.192,3.582,Zhao_et_al_2011
LJ01-1,kyanitite,M,200,25,9.099,5.314,3.582,Zhao_et_al_2011
LJ01-1,kyanitite,M,400,25,9.244,5.386,3.582,Zhao_et_al_2011
LJ01-1,kyanitite,M,600,25,9.306,5.41,3.582,Zhao_et_al_2011
LJ01-1,kyanitite,M,800,25,9.342,5.425,3.582,Zhao_et_al_2011
LJ01-1,kyanitite,M,1000,25,9.37,5.437,3.582,Zhao_et_al_2011
,,,,,,,,
MW01-3,pyroxenite,M,20,25,6.64,3.917,3.294,Zhao_et_al_2011
MW01-3,pyroxenite,M,40,25,6.819,3.957,3.294,Zhao_et_al_2011
MW01-3,pyroxenite,M,60,25,6.909,3.985,3.294,Zhao_et_al_2011
MW01-3,pyroxenite,M,80,25,6.962,4.005,3.294,Zhao_et_al_2011
MW01-3,pyroxenite,M,100,25,6.998,4.021,3.294,Zhao_et_al_2011
MW01-3,pyroxenite,M,200,25,7.094,4.068,3.294,Zhao_et_al_2011
MW01-3,pyroxenite,M,400,25,7.188,4.104,3.294,Zhao_et_al_2011
MW01-3,pyroxenite,M,600,25,7.244,4.125,3.294,Zhao_et_al_2011
MW01-3,pyroxenite,M,800,25,7.283,4.13,3.294,Zhao_et_al_2011
MW01-3,pyroxenite,M,1000,25,7.314,4.138,3.294,Zhao_et_al_2011
,,,,,,,,
XD01-1,pyroxenite,M,20,25,7.198,4.01,3.221,Zhao_et_al_2011
XD01-1,pyroxenite,M,40,25,7.303,4.085,3.221,Zhao_et_al_2011
XD01-1,pyroxenite,M,60,25,7.374,4.127,3.221,Zhao_et_al_2011
XD01-1,pyroxenite,M,80,25,7.4,4.154,3.221,Zhao_et_al_2011
XD01-1,pyroxenite,M,100,25,7.424,4.172,3.221,Zhao_et_al_2011
XD01-1,pyroxenite,M,200,25,7.475,4.214,3.221,Zhao_et_al_2011
XD01-1,pyroxenite,M,400,25,7.505,4.247,3.221,Zhao_et_al_2011
XD01-1,pyroxenite,M,600,25,7.519,4.264,3.221,Zhao_et_al_2011
XD01-1,pyroxenite,M,800,25,7.528,4.275,3.221,Zhao_et_al_2011
XD01-1,pyroxenite,M,1000,25,7.535,4.284,3.221,Zhao_et_al_2011
,,,,,,,,
BX01-2,eclogite,M,20,25,6.517,3.833,3.175,Zhao_et_al_2011
BX01-2,eclogite,M,40,25,6.639,3.933,3.175,Zhao_et_al_2011
BX01-2,eclogite,M,60,25,6.725,3.995,3.175,Zhao_et_al_2011
BX01-2,eclogite,M,80,25,6.792,4.036,3.175,Zhao_et_al_2011
BX01-2,eclogite,M,100,25,6.845,4.064,3.175,Zhao_et_al_2011
BX01-2,eclogite,M,200,25,6.994,4.125,3.175,Zhao_et_al_2011
BX01-2,eclogite,M,400,25,7.09,4.162,3.175,Zhao_et_al_2011
BX01-2,eclogite,M,600,25,7.127,4.18,3.175,Zhao_et_al_2011
BX01-2,eclogite,M,800,25,7.15,4.192,3.175,Zhao_et_al_2011
BX01-2,eclogite,M,1000,25,7.168,4.202,3.175,Zhao_et_al_2011
,,,,,,,,
CD962,eclogite,M,20,25,7.048,4.104,3.277,Zhao_et_al_2011
CD962,eclogite,M,40,25,7.19,4.197,3.277,Zhao_et_al_2011
CD962,eclogite,M,60,25,7.285,4.252,3.277,Zhao_et_al_2011
CD962,eclogite,M,80,25,7.354,4.287,3.277,Zhao_et_al_2011
CD962,eclogite,M,100,25,7.406,4.311,3.277,Zhao_et_al_2011
CD962,eclogite,M,200,25,7.542,4.363,3.277,Zhao_et_al_2011
CD962,eclogite,M,400,25,7.63,4.395,3.277,Zhao_et_al_2011
CD962,eclogite,M,600,25,7.67,4.411,3.277,Zhao_et_al_2011
CD962,eclogite,M,800,25,7.698,4.423,3.277,Zhao_et_al_2011
CD962,eclogite,M,1000,25,7.72,4.431,3.277,Zhao_et_al_2011
,,,,,,,,
GQ961,eclogite,M,20,25,6.561,3.948,3.453,Zhao_et_al_2011
GQ961,eclogite,M,40,25,6.836,4.065,3.453,Zhao_et_al_2011
GQ961,eclogite,M,60,25,7.015,4.14,3.453,Zhao_et_al_2011
GQ961,eclogite,M,80,25,7.14,4.192,3.453,Zhao_et_al_2011
GQ961,eclogite,M,100,25,7.32,4.229,3.453,Zhao_et_al_2011
GQ961,eclogite,M,200,25,7.448,4.314,3.453,Zhao_et_al_2011
GQ961,eclogite,M,400,25,7.548,4.366,3.453,Zhao_et_al_2011
GQ961,eclogite,M,600,25,7.648,4.393,3.453,Zhao_et_al_2011
GQ961,eclogite,M,800,25,7.692,4.413,3.453,Zhao_et_al_2011
GQ961,eclogite,M,1000,25,7.726,4.428,3.453,Zhao_et_al_2011
,,,,,,,,
HZ964,eclogite,M,20,25,6.638,3.876,3.217,Zhao_et_al_2011
HZ964,eclogite,M,40,25,6.801,3.934,3.217,Zhao_et_al_2011
HZ964,eclogite,M,60,25,6.908,3.973,3.217,Zhao_et_al_2011
HZ964,eclogite,M,80,25,6.985,4.001,3.217,Zhao_et_al_2011
HZ964,eclogite,M,100,25,7.042,4.024,3.217,Zhao_et_al_2011
HZ964,eclogite,M,200,25,7.191,4.09,3.217,Zhao_et_al_2011
HZ964,eclogite,M,400,25,7.291,4.141,3.217,Zhao_et_al_2011
HZ964,eclogite,M,600,25,7.34,4.166,3.217,Zhao_et_al_2011
HZ964,eclogite,M,800,25,7.374,4.183,3.217,Zhao_et_al_2011
HZ964,eclogite,M,1000,25,7.4,4.196,3.217,Zhao_et_al_2011
,,,,,,,,
HZ967,eclogite,M,20,25,6.284,3.737,3.1,Zhao_et_al_2011
HZ967,eclogite,M,40,25,6.468,3.744,3.1,Zhao_et_al_2011
HZ967,eclogite,M,60,25,6.597,3.811,3.1,Zhao_et_al_2011
HZ967,eclogite,M,80,25,6.69,3.855,3.1,Zhao_et_al_2011
HZ967,eclogite,M,100,25,6.759,3.886,3.1,Zhao_et_al_2011
HZ967,eclogite,M,200,25,6.923,3.954,3.1,Zhao_et_al_2011
HZ967,eclogite,M,400,25,6.997,3.981,3.1,Zhao_et_al_2011
HZ967,eclogite,M,600,25,7.024,4.012,3.1,Zhao_et_al_2011
HZ967,eclogite,M,800,25,7.042,4.025,3.1,Zhao_et_al_2011
HZ967,eclogite,M,1000,25,7.056,4.036,3.1,Zhao_et_al_2011
,,,,,,,,
XD962,eclogite,M,20,25,6.854,4.12,3.433,Zhao_et_al_2011
XD962,eclogite,M,40,25,7.116,4.213,3.433,Zhao_et_al_2011
XD962,eclogite,M,60,25,7.273,4.272,3.433,Zhao_et_al_2011
XD962,eclogite,M,80,25,7.376,4.312,3.433,Zhao_et_al_2011
XD962,eclogite,M,100,25,7.447,4.339,3.433,Zhao_et_al_2011
XD962,eclogite,M,200,25,7.613,4.394,3.433,Zhao_et_al_2011
XD962,eclogite,M,400,25,7.738,4.417,3.433,Zhao_et_al_2011
XD962,eclogite,M,600,25,7.796,4.426,3.433,Zhao_et_al_2011
XD962,eclogite,M,800,25,7.843,4.431,3.433,Zhao_et_al_2011
XD962,eclogite,M,1000,25,7.879,4.436,3.433,Zhao_et_al_2011
,,,,,,,,
XD966,eclogite,M,20,25,5.884,3.782,3.101,Zhao_et_al_2011
XD966,eclogite,M,40,25,6.187,3.912,3.101,Zhao_et_al_2011
XD966,eclogite,M,60,25,6.402,4.006,3.101,Zhao_et_al_2011
XD966,eclogite,M,80,25,6.563,4.078,3.101,Zhao_et_al_2011
XD966,eclogite,M,100,25,6.689,4.135,3.101,Zhao_et_al_2011
XD966,eclogite,M,200,25,7.02,4.283,3.101,Zhao_et_al_2011
XD966,eclogite,M,400,25,7.205,4.363,3.101,Zhao_et_al_2011
XD966,eclogite,M,600,25,7.274,4.389,3.101,Zhao_et_al_2011
XD966,eclogite,M,800,25,7.32,4.405,3.101,Zhao_et_al_2011
XD966,eclogite,M,1000,25,7.355,4.417,3.101,Zhao_et_al_2011
,,,,,,,,
XH961,eclogite,M,20,25,6.741,4.001,3.27,Zhao_et_al_2011
XH961,eclogite,M,40,25,6.925,4.056,3.27,Zhao_et_al_2011
XH961,eclogite,M,60,25,7.048,4.093,3.27,Zhao_et_al_2011
XH961,eclogite,M,80,25,7.137,4.121,3.27,Zhao_et_al_2011
XH961,eclogite,M,100,25,7.204,4.144,3.27,Zhao_et_al_2011
XH961,eclogite,M,200,25,7.378,4.212,3.27,Zhao_et_al_2011
XH961,eclogite,M,400,25,7.492,4.265,3.27,Zhao_et_al_2011
XH961,eclogite,M,600,25,7.543,4.289,3.27,Zhao_et_al_2011
XH961,eclogite,M,800,25,7.579,4.304,3.27,Zhao_et_al_2011
XH961,eclogite,M,1000,25,7.607,4.315,3.27,Zhao_et_al_2011
,,,,,,,,
ZJ01-1,eclogite,M,20,25,6.815,4.003,3.298,Zhao_et_al_2011
ZJ01-1,eclogite,M,40,25,7.046,4.097,3.298,Zhao_et_al_2011
ZJ01-1,eclogite,M,60,25,7.203,4.164,3.298,Zhao_et_al_2011
ZJ01-1,eclogite,M,80,25,7.314,4.216,3.298,Zhao_et_al_2011
ZJ01-1,eclogite,M,100,25,7.395,4.256,3.298,Zhao_et_al_2011
ZJ01-1,eclogite,M,200,25,7.582,4.364,3.298,Zhao_et_al_2011
ZJ01-1,eclogite,M,400,25,7.674,4.421,3.298,Zhao_et_al_2011
ZJ01-1,eclogite,M,600,25,7.712,4.44,3.298,Zhao_et_al_2011
ZJ01-1,eclogite,M,800,25,7.739,4.451,3.298,Zhao_et_al_2011
ZJ01-1,eclogite,M,1000,25,7.759,4.46,3.298,Zhao_et_al_2011
,,,,,,,,
HL963,granulite,M,20,25,5.059,2.934,2.848,Zhao_et_al_2011
HL963,granulite,M,40,25,5.361,3.086,2.848,Zhao_et_al_2011
HL963,granulite,M,60,25,5.565,3.184,2.848,Zhao_et_al_2011
HL963,granulite,M,80,25,5.712,3.253,2.848,Zhao_et_al_2011
HL963,granulite,M,100,25,5.82,3.3,2.848,Zhao_et_al_2011
HL963,granulite,M,200,25,6.076,3.399,2.848,Zhao_et_al_2011
HL963,granulite,M,400,25,6.215,3.447,2.848,Zhao_et_al_2011
HL963,granulite,M,600,25,6.278,3.47,2.848,Zhao_et_al_2011
HL963,granulite,M,800,25,6.322,3.486,2.848,Zhao_et_al_2011
HL963,granulite,M,1000,25,6.356,3.498,2.848,Zhao_et_al_2011
,,,,,,,,
HL968,granulite,M,20,25,6.33,3.599,3.117,Zhao_et_al_2011
HL968,granulite,M,40,25,6.454,3.647,3.117,Zhao_et_al_2011
HL968,granulite,M,60,25,6.536,3.677,3.117,Zhao_et_al_2011
HL968,granulite,M,80,25,6.595,3.698,3.117,Zhao_et_al_2011
HL968,granulite,M,100,25,6.639,3.712,3.117,Zhao_et_al_2011
HL968,granulite,M,200,25,6.756,3.75,3.117,Zhao_et_al_2011
HL968,granulite,M,400,25,6.833,3.778,3.117,Zhao_et_al_2011
HL968,granulite,M,600,25,6.866,3.792,3.117,Zhao_et_al_2011
HL968,granulite,M,800,25,6.887,3.802,3.117,Zhao_et_al_2011
HL968,granulite,M,1000,25,6.903,3.808,3.117,Zhao_et_al_2011
,,,,,,,,
HL969,granulite,M,20,25,6.033,3.41,3.108,Zhao_et_al_2011
HL969,granulite,M,40,25,6.222,3.481,3.108,Zhao_et_al_2011
HL969,granulite,M,60,25,6.344,3.528,3.108,Zhao_et_al_2011
HL969,granulite,M,80,25,6.429,3.561,3.108,Zhao_et_al_2011
HL969,granulite,M,100,25,6.491,3.585,3.108,Zhao_et_al_2011
HL969,granulite,M,200,25,6.654,3.637,3.108,Zhao_et_al_2011
HL969,granulite,M,400,25,6.753,3.663,3.108,Zhao_et_al_2011
HL969,granulite,M,600,25,6.808,3.675,3.108,Zhao_et_al_2011
HL969,granulite,M,800,25,6.848,3.683,3.108,Zhao_et_al_2011
HL969,granulite,M,1000,25,6.878,3.689,3.108,Zhao_et_al_2011
,,,,,,,,
QJ961,amphibolite,M,20,25,5.204,3.107,3.073,Zhao_et_al_2011
QJ961,amphibolite,M,40,25,5.555,3.322,3.073,Zhao_et_al_2011
QJ961,amphibolite,M,60,25,5.799,3.467,3.073,Zhao_et_al_2011
QJ961,amphibolite,M,80,25,5.978,3.568,3.073,Zhao_et_al_2011
QJ961,amphibolite,M,100,25,6.112,3.64,3.073,Zhao_et_al_2011
QJ961,amphibolite,M,200,25,6.442,3.795,3.073,Zhao_et_al_2011
QJ961,amphibolite,M,400,25,6.617,3.862,3.073,Zhao_et_al_2011
QJ961,amphibolite,M,600,25,6.687,3.888,3.073,Zhao_et_al_2011
QJ961,amphibolite,M,800,25,6.735,3.906,3.073,Zhao_et_al_2011
QJ961,amphibolite,M,1000,25,6.772,3.919,3.073,Zhao_et_al_2011
,,,,,,,,
BX01-6,amphibolite,M,20,25,6.269,3.671,3.007,Zhao_et_al_2011
BX01-6,amphibolite,M,40,25,6.48,3.745,3.007,Zhao_et_al_2011
BX01-6,amphibolite,M,60,25,6.597,3.798,3.007,Zhao_et_al_2011
BX01-6,amphibolite,M,80,25,6.704,3.839,3.007,Zhao_et_al_2011
BX01-6,amphibolite,M,100,25,6.788,3.871,3.007,Zhao_et_al_2011
BX01-6,amphibolite,M,200,25,7.028,3.962,3.007,Zhao_et_al_2011
BX01-6,amphibolite,M,400,25,7.129,4.019,3.007,Zhao_et_al_2011
BX01-6,amphibolite,M,600,25,7.233,4.04,3.007,Zhao_et_al_2011
BX01-6,amphibolite,M,800,25,7.266,4.053,3.007,Zhao_et_al_2011
BX01-6,amphibolite,M,1000,25,7.292,4.063,3.007,Zhao_et_al_2011
,,,,,,,,
LW965,serpentinite,M,20,25,5.736,2.91,2.618,Zhao_et_al_2011
LW965,serpentinite,M,40,25,5.767,2.921,2.618,Zhao_et_al_2011
LW965,serpentinite,M,60,25,5.788,2.933,2.618,Zhao_et_al_2011
LW965,serpentinite,M,80,25,5.805,2.938,2.618,Zhao_et_al_2011
LW965,serpentinite,M,100,25,5.82,2.942,2.618,Zhao_et_al_2011
LW965,serpentinite,M,200,25,5.875,2.954,2.618,Zhao_et_al_2011
LW965,serpentinite,M,400,25,5.948,2.664,2.618,Zhao_et_al_2011
LW965,serpentinite,M,600,25,5.997,2.97,2.618,Zhao_et_al_2011
LW965,serpentinite,M,800,25,6.032,2.975,2.618,Zhao_et_al_2011
LW965,serpentinite,M,1000,25,6.058,2.978,2.618,Zhao_et_al_2011
,,,,,,,,
MY01-3,schist,M,20,25,5.897,3.504,2.959,Zhao_et_al_2011
MY01-3,schist,M,40,25,6.067,3.626,2.959,Zhao_et_al_2011
MY01-3,schist,M,60,25,6.178,3.699,2.959,Zhao_et_al_2011
MY01-3,schist,M,80,25,6.254,3.746,2.959,Zhao_et_al_2011
MY01-3,schist,M,100,25,6.309,3.777,2.959,Zhao_et_al_2011
MY01-3,schist,M,200,25,6.436,3.838,2.959,Zhao_et_al_2011
MY01-3,schist,M,400,25,6.509,3.874,2.959,Zhao_et_al_2011
MY01-3,schist,M,600,25,6.54,3.894,2.959,Zhao_et_al_2011
MY01-3,schist,M,800,25,6.561,3.908,2.959,Zhao_et_al_2011
MY01-3,schist,M,1000,25,6.577,3.919,2.959,Zhao_et_al_2011
,,,,,,,,
SH966,quartzite,M,20,25,5.138,3.137,2.813,Zhao_et_al_2011
SH966,quartzite,M,40,25,5.415,3.325,2.813,Zhao_et_al_2011
SH966,quartzite,M,60,25,5.62,3.454,2.813,Zhao_et_al_2011
SH966,quartzite,M,80,25,5.781,3.55,2.813,Zhao_et_al_2011
SH966,quartzite,M,100,25,5.909,3.623,2.813,Zhao_et_al_2011
SH966,quartzite,M,200,25,6.273,3.811,2.813,Zhao_et_al_2011
SH966,quartzite,M,400,25,6.49,3.921,2.813,Zhao_et_al_2011
SH966,quartzite,M,600,25,6.56,3.968,2.813,Zhao_et_al_2011
SH966,quartzite,M,800,25,6.601,3.999,2.813,Zhao_et_al_2011
SH966,quartzite,M,1000,25,6.633,4.024,2.813,Zhao_et_al_2011
,,,,,,,,
LW961,marble,M,20,25,6.389,3.327,2.65,Zhao_et_al_2011
LW961,marble,M,40,25,6.482,3.343,2.65,Zhao_et_al_2011
LW961,marble,M,60,25,6.526,3.355,2.65,Zhao_et_al_2011
LW961,marble,M,80,25,6.562,3.364,2.65,Zhao_et_al_2011
LW961,marble,M,100,25,6.565,3.371,2.65,Zhao_et_al_2011
LW961,marble,M,200,25,6.596,3.39,2.65,Zhao_et_al_2011
LW961,marble,M,400,25,6.618,3.402,2.65,Zhao_et_al_2011
LW961,marble,M,600,25,6.628,3.406,2.65,Zhao_et_al_2011
LW961,marble,M,800,25,6.635,3.41,2.65,Zhao_et_al_2011
LW961,marble,M,1000,25,6.64,3.412,2.65,Zhao_et_al_2011
,,,,,,,,
TH-1,limestone,S,50,25,5.98,3.6,2.709,Johnston_Christensen_1992
TH-1,limestone,S,100,25,6.11,3.65,2.709,Johnston_Christensen_1992
TH-1,limestone,S,200,25,6.2,3.68,2.709,Johnston_Christensen_1992
TH-1,limestone,S,500,25,6.3,3.71,2.709,Johnston_Christensen_1992
,,,,,,,,
TH-2,limestone,S,50,25,5.49,2.95,2.703,Johnston_Christensen_1992
TH-2,limestone,S,100,25,5.64,3.01,2.703,Johnston_Christensen_1992
TH-2,limestone,S,200,25,5.8,3.08,2.703,Johnston_Christensen_1992
TH-2,limestone,S,500,25,6.02,3.19,2.703,Johnston_Christensen_1992
,,,,,,,,
TH-3,limestone,S,50,25,6.05,3.21,2.697,Johnston_Christensen_1992
TH-3,limestone,S,100,25,6.34,3.29,2.697,Johnston_Christensen_1992
TH-3,limestone,S,200,25,6.48,3.34,2.697,Johnston_Christensen_1992
TH-3,limestone,S,500,25,6.59,3.37,2.697,Johnston_Christensen_1992
,,,,,,,,
TH-4,limestone,S,50,25,6.28,3.21,2.709,Johnston_Christensen_1992
TH-4,limestone,S,100,25,6.32,3.22,2.709,Johnston_Christensen_1992
TH-4,limestone,S,200,25,6.37,3.23,2.709,Johnston_Christensen_1992
TH-4,limestone,S,500,25,6.44,3.25,2.709,Johnston_Christensen_1992
,,,,,,,,
TH-5,limestone,S,50,25,6.51,3.32,2.708,Johnston_Christensen_1992
TH-5,limestone,S,100,25,6.54,3.33,2.708,Johnston_Christensen_1992
TH-5,limestone,S,200,25,6.57,3.34,2.708,Johnston_Christensen_1992
TH-5,limestone,S,500,25,6.61,3.35,2.708,Johnston_Christensen_1992
,,,,,,,,
TH-6,limestone,S,50,25,6.45,3.32,2.723,Johnston_Christensen_1992
TH-6,limestone,S,100,25,6.5,3.34,2.723,Johnston_Christensen_1992
TH-6,limestone,S,200,25,6.55,3.36,2.723,Johnston_Christensen_1992
TH-6,limestone,S,500,25,6.6,3.37,2.723,Johnston_Christensen_1992
,,,,,,,,
TH-7,limestone,S,50,25,6.48,3.35,2.746,Johnston_Christensen_1992
TH-7,limestone,S,100,25,6.57,3.38,2.746,Johnston_Christensen_1992
TH-7,limestone,S,200,25,6.66,3.4,2.746,Johnston_Christensen_1992
TH-7,limestone,S,500,25,6.74,3.43,2.746,Johnston_Christensen_1992
,,,,,,,,
TH-8,siltstone,S,50,25,5.88,3.28,2.687,Johnston_Christensen_1992
TH-8,siltstone,S,100,25,5.97,3.31,2.687,Johnston_Christensen_1992
TH-8,siltstone,S,200,25,6.06,3.35,2.687,Johnston_Christensen_1992
TH-8,siltstone,S,500,25,6.18,3.41,2.687,Johnston_Christensen_1992
,,,,,,,,
TH-9,limestone,S,50,25,6.06,3.24,2.732,Johnston_Christensen_1992
TH-9,limestone,S,100,25,6.16,3.28,2.732,Johnston_Christensen_1992
TH-9,limestone,S,200,25,6.27,3.33,2.732,Johnston_Christensen_1992
TH-9,limestone,S,500,25,6.42,3.38,2.732,Johnston_Christensen_1992
,,,,,,,,
TH-10,limestone,S,50,25,6.18,3.46,2.796,Johnston_Christensen_1992
TH-10,limestone,S,100,25,6.3,3.49,2.796,Johnston_Christensen_1992
TH-10,limestone,S,200,25,6.43,3.53,2.796,Johnston_Christensen_1992
TH-10,limestone,S,500,25,6.64,3.58,2.796,Johnston_Christensen_1992
,,,,,,,,
TH-11,dolostone,S,50,25,6.74,3.77,2.838,Johnston_Christensen_1992
TH-11,dolostone,S,100,25,6.94,3.82,2.838,Johnston_Christensen_1992
TH-11,dolostone,S,200,25,7.07,3.86,2.838,Johnston_Christensen_1992
TH-11,dolostone,S,500,25,7.2,3.89,2.838,Johnston_Christensen_1992
,,,,,,,,
TH-12,dolostone,S,50,25,6.59,3.68,2.817,Johnston_Christensen_1992
TH-12,dolostone,S,100,25,6.77,3.75,2.817,Johnston_Christensen_1992
TH-12,dolostone,S,200,25,6.89,3.8,2.817,Johnston_Christensen_1992
TH-12,dolostone,S,500,25,7.02,3.85,2.817,Johnston_Christensen_1992
,,,,,,,,
TH-13,limestone,S,50,25,6.4,3.1,2.69,Johnston_Christensen_1992
TH-13,limestone,S,100,25,6.49,3.14,2.69,Johnston_Christensen_1992
TH-13,limestone,S,200,25,6.55,3.15,2.69,Johnston_Christensen_1992
TH-13,limestone,S,500,25,6.6,3.17,2.69,Johnston_Christensen_1992
,,,,,,,,
TH-14,limestone,S,50,25,6.35,3.33,2.726,Johnston_Christensen_1992
TH-14,limestone,S,100,25,6.41,3.36,2.726,Johnston_Christensen_1992
TH-14,limestone,S,200,25,6.48,3.38,2.726,Johnston_Christensen_1992
TH-14,limestone,S,500,25,6.57,3.4,2.726,Johnston_Christensen_1992
,,,,,,,,
TH-15,limestone,S,50,25,6.31,3.23,2.708,Johnston_Christensen_1992
TH-15,limestone,S,100,25,6.43,3.26,2.708,Johnston_Christensen_1992
TH-15,limestone,S,200,25,6.5,3.28,2.708,Johnston_Christensen_1992
TH-15,limestone,S,500,25,6.58,3.3,2.708,Johnston_Christensen_1992
,,,,,,,,
TH-16,limestone,S,50,25,6.1,3.13,2.696,Johnston_Christensen_1992
TH-16,limestone,S,100,25,6.24,3.19,2.696,Johnston_Christensen_1992
TH-16,limestone,S,200,25,6.35,3.23,2.696,Johnston_Christensen_1992
TH-16,limestone,S,500,25,6.44,3.29,2.696,Johnston_Christensen_1992
,,,,,,,,
TH-17,limestone,S,50,25,5.98,3.18,2.712,Johnston_Christensen_1992
TH-17,limestone,S,100,25,6.19,3.23,2.712,Johnston_Christensen_1992
TH-17,limestone,S,200,25,6.37,3.26,2.712,Johnston_Christensen_1992
TH-17,limestone,S,500,25,6.51,3.29,2.712,Johnston_Christensen_1992
,,,,,,,,
TH-19,limestone,S,50,25,6.33,3.3,2.708,Johnston_Christensen_1992
TH-19,limestone,S,100,25,6.38,3.32,2.708,Johnston_Christensen_1992
TH-19,limestone,S,200,25,6.43,3.34,2.708,Johnston_Christensen_1992
TH-19,limestone,S,500,25,6.49,3.36,2.708,Johnston_Christensen_1992
,,,,,,,,
